# Doc2Vec, BagOfWords, NGrams, TFIDF
10.00,10.00,10.00,10.00
8.00,10.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,9.00,9.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,9.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
12.00,10.00,10.00,10.00
10.00,9.00,9.00,10.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
10.00,10.00,9.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,5.00,4.00,8.00
10.00,10.00,10.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,11.00,11.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,9.00,8.00
8.00,8.00,8.00,8.00
10.00,11.00,10.00,10.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,11.00,11.00,10.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
10.00,10.00,8.00,8.00
8.00,9.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
11.00,10.00,11.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
12.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,6.00,6.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,10.00
10.00,10.00,11.00,8.00
10.00,9.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,10.00
8.00,10.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,6.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,7.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,8.00
12.00,11.00,11.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,9.00,8.00,8.00
8.00,8.00,7.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,11.00,11.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,9.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,8.00,8.00
8.00,10.00,10.00,8.00
10.00,10.00,10.00,10.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,12.00,12.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,8.00,8.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,5.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
10.00,12.00,12.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,6.00,6.00,8.00
8.00,8.00,8.00,8.00
9.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,6.00,8.00
10.00,10.00,10.00,8.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,6.00,6.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,11.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,11.00,11.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,10.00,8.00
10.00,9.00,9.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
9.00,10.00,9.00,10.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
12.00,10.00,12.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
10.00,10.00,12.00,10.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,10.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,8.00,5.00,8.00
10.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
9.00,10.00,10.00,10.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,12.00,10.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,5.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
9.00,8.00,8.00,8.00
10.00,9.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,10.00,9.00,10.00
10.00,9.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
10.00,8.00,10.00,8.00
8.00,9.00,9.00,8.00
10.00,10.00,10.00,10.00
8.00,9.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,9.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,10.00,10.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
10.00,11.00,11.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,10.00,10.00,10.00
8.00,9.00,8.00,8.00
9.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
9.00,12.00,12.00,10.00
9.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
10.00,10.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,11.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
10.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,9.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,9.00,9.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
9.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
9.00,10.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,12.00,12.00,9.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,6.00,8.00,8.00
8.00,10.00,10.00,8.00
9.00,8.00,8.00,8.00
10.00,9.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,9.00,8.00
10.00,8.00,10.00,10.00
9.00,10.00,10.00,9.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,11.00,11.00,10.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
10.00,12.00,10.00,10.00
8.00,8.00,8.00,8.00
12.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,12.00,12.00,10.00
8.00,8.00,10.00,10.00
8.00,8.00,8.00,8.00
12.00,12.00,10.00,8.00
10.00,10.00,10.00,10.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,4.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
12.00,12.00,12.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,6.00,6.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,9.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,9.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,9.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,6.00,6.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,10.00
8.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,6.00,6.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,9.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,10.00,11.00,8.00
10.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,6.00,6.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,12.00,10.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
10.00,9.00,8.00,8.00
8.00,8.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
10.00,8.00,8.00,8.00
10.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,10.00,11.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,8.00
8.00,7.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,6.00,6.00,8.00
10.00,10.00,10.00,10.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,9.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,8.00,8.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,10.00,8.00
8.00,8.00,8.00,8.00
8.00,10.00,10.00,10.00
8.00,9.00,9.00,8.00
8.00,8.00,9.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
10.00,10.00,10.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,8.00,9.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
9.00,10.00,9.00,10.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
